district,taluka,region,crop,year,month,drought_signal,price_signal,ndvi_signal,repayment_proximity,financial_stress
Amravati,Daryapur,Vidarbha,tur,2023,12,0.051,0.317,0.458,0.0,17.7
Amravati,Daryapur,Vidarbha,tur,2024,1,0.274,0.129,0.888,0.3,37.1
Amravati,Daryapur,Vidarbha,tur,2024,2,0.205,0.282,0.946,0.6,53.0
Amravati,Daryapur,Vidarbha,tur,2024,3,0.274,0.333,0.854,1.0,73.6
Amravati,Daryapur,Vidarbha,tur,2024,4,0.048,0.52,1.0,1.0,68.7
Amravati,Daryapur,Vidarbha,tur,2024,5,0.202,0.153,1.0,1.0,58.7
Amravati,Daryapur,Vidarbha,tur,2024,6,0.0,0.394,0.727,0.0,22.7
Amravati,Daryapur,Vidarbha,tur,2024,7,0.368,0.098,0.743,0.0,37.6
Amravati,Daryapur,Vidarbha,tur,2024,8,0.292,0.529,0.364,0.0,37.3
Amravati,Daryapur,Vidarbha,tur,2024,9,0.322,0.364,0.225,0.0,25.9
Amravati,Daryapur,Vidarbha,tur,2024,10,0.176,0.079,0.057,0.0,12.3
Amravati,Daryapur,Vidarbha,tur,2024,11,0.278,0.494,0.331,0.0,28.8
Amravati,Daryapur,Vidarbha,tur,2024,12,0.246,0.116,0.65,0.0,24.6
Amravati,Daryapur,Vidarbha,tur,2025,1,0.329,0.187,0.723,0.3,32.9
Amravati,Daryapur,Vidarbha,tur,2025,2,0.0,0.364,0.766,0.6,41.3
Amravati,Daryapur,Vidarbha,tur,2025,3,0.086,0.221,0.726,1.0,52.0
Amravati,Daryapur,Vidarbha,tur,2025,4,0.302,0.148,1.0,1.0,56.2
Amravati,Daryapur,Vidarbha,tur,2025,5,0.314,0.373,1.0,1.0,72.7
Amravati,Daryapur,Vidarbha,tur,2025,6,0.173,0.056,0.934,0.0,20.1
Amravati,Daryapur,Vidarbha,tur,2025,7,0.571,0.357,0.854,0.0,41.2
Amravati,Daryapur,Vidarbha,tur,2025,8,0.209,0.441,0.486,0.0,28.7
Amravati,Daryapur,Vidarbha,tur,2025,9,0.168,0.366,0.086,0.0,19.1
Amravati,Daryapur,Vidarbha,tur,2025,10,0.359,0.546,0.31,0.0,36.0
Amravati,Daryapur,Vidarbha,tur,2025,11,0.063,0.433,0.345,0.0,18.7
Amravati,Daryapur,Vidarbha,tur,2025,12,0.274,0.0,0.651,0.0,29.8
Amravati,Morshi,Vidarbha,cotton,2023,1,0.069,0.311,0.831,1.0,48.3
Amravati,Morshi,Vidarbha,cotton,2023,2,0.213,0.241,0.847,1.0,68.4
Amravati,Morshi,Vidarbha,cotton,2023,3,0.154,0.299,0.698,1.0,54.1
Amravati,Morshi,Vidarbha,cotton,2023,4,0.0,0.264,0.905,0.0,24.4
Amravati,Morshi,Vidarbha,cotton,2023,5,0.0,0.546,0.943,0.0,31.7
Amravati,Morshi,Vidarbha,cotton,2023,6,0.342,0.184,1.0,0.0,44.4
Amravati,Morshi,Vidarbha,cotton,2023,7,0.0,0.253,0.265,0.0,14.5
Amravati,Morshi,Vidarbha,cotton,2023,8,0.051,0.124,0.139,0.0,6.9
Amravati,Morshi,Vidarbha,cotton,2023,9,0.051,0.337,0.058,0.0,15.7
Amravati,Morshi,Vidarbha,cotton,2023,10,0.032,0.257,0.071,0.0,15.3
Amravati,Morshi,Vidarbha,cotton,2023,11,0.266,0.344,0.576,0.3,44.5
Amravati,Morshi,Vidarbha,cotton,2023,12,0.145,0.0,0.586,0.6,33.0
Amravati,Morshi,Vidarbha,cotton,2024,1,0.284,0.244,0.672,1.0,65.9
Amravati,Morshi,Vidarbha,cotton,2024,2,0.0,0.152,0.786,1.0,33.5
Amravati,Morshi,Vidarbha,cotton,2024,3,0.272,0.387,1.0,1.0,75.0
Amravati,Morshi,Vidarbha,cotton,2024,4,0.127,0.099,0.87,0.0,24.7
Amravati,Morshi,Vidarbha,cotton,2024,5,0.325,0.0,0.945,0.0,37.6
Amravati,Morshi,Vidarbha,cotton,2024,6,0.363,0.286,1.0,0.0,50.7
Amravati,Morshi,Vidarbha,cotton,2024,7,0.331,0.169,0.705,0.0,30.9
Amravati,Morshi,Vidarbha,cotton,2024,8,0.56,0.238,0.512,0.0,39.3
Amravati,Morshi,Vidarbha,cotton,2024,9,0.519,0.137,0.197,0.0,19.5
Amravati,Morshi,Vidarbha,cotton,2024,10,0.44,0.405,0.445,0.0,47.3
Amravati,Morshi,Vidarbha,cotton,2024,11,0.402,0.346,0.555,0.3,45.6
Amravati,Morshi,Vidarbha,cotton,2024,12,0.228,0.259,0.52,0.6,43.9
Amravati,Morshi,Vidarbha,cotton,2025,1,0.26,0.338,0.728,1.0,67.3
Amravati,Morshi,Vidarbha,cotton,2025,2,0.102,0.061,0.899,1.0,39.5
Amravati,Morshi,Vidarbha,cotton,2025,3,0.175,0.187,0.977,1.0,45.2
Amravati,Morshi,Vidarbha,cotton,2025,4,0.0,0.368,1.0,0.0,33.2
Amravati,Morshi,Vidarbha,cotton,2025,5,0.0,0.416,0.984,0.0,33.8
Amravati,Morshi,Vidarbha,cotton,2025,6,0.744,0.427,1.0,0.0,63.2
Amravati,Morshi,Vidarbha,cotton,2025,7,0.147,0.276,0.542,0.0,23.1
Amravati,Morshi,Vidarbha,cotton,2025,8,0.551,0.183,0.362,0.0,33.8
Amravati,Morshi,Vidarbha,cotton,2025,9,0.622,0.254,0.41,0.0,36.1
Amravati,Morshi,Vidarbha,cotton,2025,10,0.018,0.269,0.0,0.0,7.8
Amravati,Morshi,Vidarbha,cotton,2025,11,0.0,0.0,0.351,0.3,5.2
Amravati,Morshi,Vidarbha,cotton,2025,12,0.157,0.369,0.593,0.6,34.7
Amravati,Morshi,Vidarbha,soybean,2023,1,0.175,0.894,0.858,1.0,82.2
Amravati,Morshi,Vidarbha,soybean,2023,2,0.444,0.565,0.954,0.0,55.5
Amravati,Morshi,Vidarbha,soybean,2023,3,0.246,0.631,1.0,0.0,53.2
Amravati,Morshi,Vidarbha,soybean,2023,4,0.001,0.541,0.928,0.0,31.7
Amravati,Morshi,Vidarbha,soybean,2023,5,0.196,0.35,1.0,0.0,38.1
Amravati,Morshi,Vidarbha,soybean,2023,6,0.062,0.54,0.985,0.0,41.6
Amravati,Morshi,Vidarbha,soybean,2023,7,0.045,0.362,0.514,0.0,28.4
Amravati,Morshi,Vidarbha,soybean,2023,8,0.385,0.433,0.365,0.0,24.3
Amravati,Morshi,Vidarbha,soybean,2023,9,0.301,0.875,0.153,0.3,48.2
Amravati,Morshi,Vidarbha,soybean,2023,10,0.278,0.654,0.385,0.6,48.4
Amravati,Morshi,Vidarbha,soybean,2023,11,0.229,0.332,0.303,1.0,50.1
Amravati,Morshi,Vidarbha,soybean,2023,12,0.0,0.221,0.721,1.0,41.7
Amravati,Morshi,Vidarbha,soybean,2024,1,0.138,0.691,0.608,1.0,66.8
Amravati,Morshi,Vidarbha,soybean,2024,2,0.0,0.598,0.724,0.0,32.9
Amravati,Morshi,Vidarbha,soybean,2024,3,0.34,0.242,0.845,0.0,35.0
Amravati,Morshi,Vidarbha,soybean,2024,4,0.307,0.138,1.0,0.0,45.9
Amravati,Morshi,Vidarbha,soybean,2024,5,0.161,0.643,1.0,0.0,45.3
Amravati,Morshi,Vidarbha,soybean,2024,6,0.618,0.428,1.0,0.0,56.7
Amravati,Morshi,Vidarbha,soybean,2024,7,0.435,0.554,0.87,0.0,48.9
Amravati,Morshi,Vidarbha,soybean,2024,8,0.18,0.402,0.339,0.0,21.8
Amravati,Morshi,Vidarbha,soybean,2024,9,0.147,0.629,0.0,0.3,29.7
Amravati,Morshi,Vidarbha,soybean,2024,10,0.143,0.503,0.152,0.6,33.2
Amravati,Morshi,Vidarbha,soybean,2024,11,0.064,0.348,0.38,1.0,44.8
Amravati,Morshi,Vidarbha,soybean,2024,12,0.304,0.158,0.689,1.0,57.6
Amravati,Morshi,Vidarbha,soybean,2025,1,0.24,0.184,0.88,1.0,60.4
Amravati,Morshi,Vidarbha,soybean,2025,2,0.39,0.032,0.944,0.0,43.9
Amravati,Morshi,Vidarbha,soybean,2025,3,0.219,0.585,1.0,0.0,46.3
Amravati,Morshi,Vidarbha,soybean,2025,4,0.008,0.006,0.865,0.0,15.1
Amravati,Morshi,Vidarbha,soybean,2025,5,0.176,0.198,1.0,0.0,34.1
Amravati,Morshi,Vidarbha,soybean,2025,6,0.213,0.551,0.919,0.0,45.2
Amravati,Morshi,Vidarbha,soybean,2025,7,0.431,0.791,0.825,0.0,56.7
Amravati,Morshi,Vidarbha,soybean,2025,8,0.632,0.728,0.755,0.0,60.4
Amravati,Morshi,Vidarbha,soybean,2025,9,0.683,0.577,0.538,0.3,65.1
Amravati,Morshi,Vidarbha,soybean,2025,10,0.186,0.533,0.146,0.6,41.2
Amravati,Morshi,Vidarbha,soybean,2025,11,0.253,0.339,0.389,1.0,68.4
Amravati,Morshi,Vidarbha,soybean,2025,12,0.0,0.54,0.551,1.0,54.3
Amravati,Morshi,Vidarbha,tur,2023,1,0.327,0.431,0.808,0.3,57.2
Amravati,Morshi,Vidarbha,tur,2023,2,0.0,0.503,0.739,0.6,49.2
Amravati,Morshi,Vidarbha,tur,2023,3,0.042,0.08,0.864,1.0,42.8
Amravati,Morshi,Vidarbha,tur,2023,4,0.259,0.415,1.0,1.0,78.0
Amravati,Morshi,Vidarbha,tur,2023,5,0.219,0.189,1.0,1.0,64.3
Amravati,Morshi,Vidarbha,tur,2023,6,0.0,0.338,0.985,0.0,30.7
Amravati,Morshi,Vidarbha,tur,2023,7,0.313,0.43,0.666,0.0,35.4
Amravati,Morshi,Vidarbha,tur,2023,8,0.226,0.448,0.217,0.0,22.9
Amravati,Morshi,Vidarbha,tur,2023,9,0.287,0.0,0.117,0.0,4.8
Amravati,Morshi,Vidarbha,tur,2023,10,0.326,0.248,0.056,0.0,14.0
Amravati,Morshi,Vidarbha,tur,2023,11,0.203,0.54,0.292,0.0,24.8
Amravati,Morshi,Vidarbha,tur,2023,12,0.25,0.225,0.631,0.0,26.7
Amravati,Morshi,Vidarbha,tur,2024,1,0.0,0.249,0.59,0.3,24.9
Amravati,Morshi,Vidarbha,tur,2024,2,0.0,0.398,0.74,0.6,37.5
Amravati,Morshi,Vidarbha,tur,2024,3,0.167,0.0,1.0,1.0,48.6
Amravati,Morshi,Vidarbha,tur,2024,4,0.384,0.113,1.0,1.0,67.4
Amravati,Morshi,Vidarbha,tur,2024,5,0.243,0.2,0.996,1.0,61.5
Amravati,Morshi,Vidarbha,tur,2024,6,0.0,0.0,0.903,0.0,14.2
Amravati,Morshi,Vidarbha,tur,2024,7,0.416,0.143,0.519,0.0,23.6
Amravati,Morshi,Vidarbha,tur,2024,8,0.369,0.028,0.436,0.0,25.1
Amravati,Morshi,Vidarbha,tur,2024,9,0.0,0.266,0.0,0.0,4.9
Amravati,Morshi,Vidarbha,tur,2024,10,0.244,0.404,0.195,0.0,21.0
Amravati,Morshi,Vidarbha,tur,2024,11,0.0,0.337,0.238,0.0,9.5
Amravati,Morshi,Vidarbha,tur,2024,12,0.225,0.123,0.683,0.0,30.1
Amravati,Morshi,Vidarbha,tur,2025,1,0.258,0.0,0.839,0.3,45.1
Amravati,Morshi,Vidarbha,tur,2025,2,0.269,0.242,0.992,0.6,53.9
Amravati,Morshi,Vidarbha,tur,2025,3,0.118,0.232,0.92,1.0,55.0
Amravati,Morshi,Vidarbha,tur,2025,4,0.076,0.0,1.0,1.0,49.1
Amravati,Morshi,Vidarbha,tur,2025,5,0.0,0.192,1.0,1.0,48.2
Amravati,Morshi,Vidarbha,tur,2025,6,0.08,0.484,0.851,0.0,28.8
Amravati,Morshi,Vidarbha,tur,2025,7,0.318,0.089,0.703,0.0,32.3
Amravati,Morshi,Vidarbha,tur,2025,8,0.057,0.381,0.175,0.0,13.0
Amravati,Morshi,Vidarbha,tur,2025,9,0.019,0.126,0.0,0.0,6.8
Amravati,Morshi,Vidarbha,tur,2025,10,0.353,0.622,0.375,0.0,38.1
Amravati,Morshi,Vidarbha,tur,2025,11,0.0,0.089,0.283,0.0,3.8
Amravati,Morshi,Vidarbha,tur,2025,12,0.0,0.2,0.59,0.0,22.0
Amravati,Warud,Vidarbha,cotton,2023,1,0.316,0.211,0.928,1.0,75.1
Amravati,Warud,Vidarbha,cotton,2023,2,0.542,0.245,1.0,1.0,86.5
Amravati,Warud,Vidarbha,cotton,2023,3,0.219,0.419,0.891,1.0,69.0
Amravati,Warud,Vidarbha,cotton,2023,4,0.03,0.052,0.897,0.0,27.8
Amravati,Warud,Vidarbha,cotton,2023,5,0.54,0.0,1.0,0.0,50.3
Amravati,Warud,Vidarbha,cotton,2023,6,0.222,0.199,0.938,0.0,34.1
Amravati,Warud,Vidarbha,cotton,2023,7,0.178,0.151,0.583,0.0,23.2
Amravati,Warud,Vidarbha,cotton,2023,8,0.468,0.134,0.487,0.0,34.4
Amravati,Warud,Vidarbha,cotton,2023,9,0.526,0.139,0.387,0.0,23.4
Amravati,Warud,Vidarbha,cotton,2023,10,0.449,0.2,0.377,0.0,34.8
Amravati,Warud,Vidarbha,cotton,2023,11,0.1,0.0,0.286,0.3,16.0
Amravati,Warud,Vidarbha,cotton,2023,12,0.405,0.131,0.703,0.6,56.9
Amravati,Warud,Vidarbha,cotton,2024,1,0.157,0.0,0.656,1.0,47.8
Amravati,Warud,Vidarbha,cotton,2024,2,0.287,0.068,0.863,1.0,62.2
Amravati,Warud,Vidarbha,cotton,2024,3,0.419,0.069,1.0,1.0,73.8
Amravati,Warud,Vidarbha,cotton,2024,4,0.203,0.032,0.993,0.0,34.2
Amravati,Warud,Vidarbha,cotton,2024,5,0.207,0.233,1.0,0.0,43.8
Amravati,Warud,Vidarbha,cotton,2024,6,0.102,0.112,0.904,0.0,31.1
Amravati,Warud,Vidarbha,cotton,2024,7,0.0,0.003,0.603,0.0,13.5
Amravati,Warud,Vidarbha,cotton,2024,8,0.053,0.142,0.048,0.0,3.7
Amravati,Warud,Vidarbha,cotton,2024,9,0.356,0.155,0.163,0.0,22.5
Amravati,Warud,Vidarbha,cotton,2024,10,0.095,0.175,0.0,0.0,9.5
Amravati,Warud,Vidarbha,cotton,2024,11,0.0,0.298,0.322,0.3,27.8
Amravati,Warud,Vidarbha,cotton,2024,12,0.342,0.243,0.703,0.6,52.3
Amravati,Warud,Vidarbha,cotton,2025,1,0.157,0.235,0.647,1.0,48.9
Amravati,Warud,Vidarbha,cotton,2025,2,0.121,0.021,0.926,1.0,38.9
Amravati,Warud,Vidarbha,cotton,2025,3,0.315,0.471,0.884,1.0,69.4
Amravati,Warud,Vidarbha,cotton,2025,4,0.315,0.413,1.0,0.0,47.0
Amravati,Warud,Vidarbha,cotton,2025,5,0.0,0.24,1.0,0.0,29.1
Amravati,Warud,Vidarbha,cotton,2025,6,0.0,0.281,0.769,0.0,20.7
Amravati,Warud,Vidarbha,cotton,2025,7,0.073,0.0,0.503,0.0,11.3
Amravati,Warud,Vidarbha,cotton,2025,8,0.0,0.268,0.096,0.0,4.2
Amravati,Warud,Vidarbha,cotton,2025,9,0.204,0.361,0.014,0.0,16.0
Amravati,Warud,Vidarbha,cotton,2025,10,0.299,0.026,0.232,0.0,17.3
Amravati,Warud,Vidarbha,cotton,2025,11,0.143,0.265,0.412,0.3,31.1
Amravati,Warud,Vidarbha,cotton,2025,12,0.29,0.0,0.579,0.6,25.2
Amravati,Warud,Vidarbha,soybean,2023,1,0.254,0.412,0.906,1.0,66.0
Amravati,Warud,Vidarbha,soybean,2023,2,0.255,0.091,0.807,0.0,30.6
Amravati,Warud,Vidarbha,soybean,2023,3,0.0,0.358,0.944,0.0,34.0
Amravati,Warud,Vidarbha,soybean,2023,4,0.212,0.131,1.0,0.0,30.9
Amravati,Warud,Vidarbha,soybean,2023,5,0.293,0.205,0.954,0.0,38.9
Amravati,Warud,Vidarbha,soybean,2023,6,0.0,0.34,0.926,0.0,23.5
Amravati,Warud,Vidarbha,soybean,2023,7,0.188,0.229,0.748,0.0,28.5
Amravati,Warud,Vidarbha,soybean,2023,8,0.0,0.325,0.135,0.0,7.5
Amravati,Warud,Vidarbha,soybean,2023,9,0.617,0.486,0.466,0.3,50.3
Amravati,Warud,Vidarbha,soybean,2023,10,0.012,0.518,0.043,0.6,34.2
Amravati,Warud,Vidarbha,soybean,2023,11,0.0,0.418,0.279,1.0,41.6
Amravati,Warud,Vidarbha,soybean,2023,12,0.014,0.421,0.516,1.0,43.8
Amravati,Warud,Vidarbha,soybean,2024,1,0.229,0.457,0.802,1.0,72.2
Amravati,Warud,Vidarbha,soybean,2024,2,0.161,0.414,0.846,0.0,43.8
Amravati,Warud,Vidarbha,soybean,2024,3,0.002,0.629,1.0,0.0,39.4
Amravati,Warud,Vidarbha,soybean,2024,4,0.422,0.573,1.0,0.0,52.9
Amravati,Warud,Vidarbha,soybean,2024,5,0.199,0.425,1.0,0.0,40.5
Amravati,Warud,Vidarbha,soybean,2024,6,0.349,0.322,1.0,0.0,39.6
Amravati,Warud,Vidarbha,soybean,2024,7,0.392,0.584,0.686,0.0,50.6
Amravati,Warud,Vidarbha,soybean,2024,8,0.324,0.553,0.326,0.0,33.2
Amravati,Warud,Vidarbha,soybean,2024,9,0.185,0.918,0.085,0.3,39.6
Amravati,Warud,Vidarbha,soybean,2024,10,0.257,0.525,0.314,0.6,53.8
Amravati,Warud,Vidarbha,soybean,2024,11,0.181,0.253,0.275,1.0,47.6
Amravati,Warud,Vidarbha,soybean,2024,12,0.013,0.83,0.438,1.0,61.6
Amravati,Warud,Vidarbha,soybean,2025,1,0.306,0.469,0.868,1.0,78.3
Amravati,Warud,Vidarbha,soybean,2025,2,0.352,0.478,1.0,0.0,50.5
Amravati,Warud,Vidarbha,soybean,2025,3,0.273,0.208,1.0,0.0,42.0
Amravati,Warud,Vidarbha,soybean,2025,4,0.0,0.516,0.984,0.0,40.9
Amravati,Warud,Vidarbha,soybean,2025,5,0.212,0.607,1.0,0.0,47.6
Amravati,Warud,Vidarbha,soybean,2025,6,0.608,0.382,1.0,0.0,54.2
Amravati,Warud,Vidarbha,soybean,2025,7,0.509,0.66,0.732,0.0,62.9
Amravati,Warud,Vidarbha,soybean,2025,8,0.271,0.199,0.389,0.0,27.0
Amravati,Warud,Vidarbha,soybean,2025,9,0.554,0.495,0.52,0.3,60.6
Amravati,Warud,Vidarbha,soybean,2025,10,0.107,0.707,0.0,0.6,41.8
Amravati,Warud,Vidarbha,soybean,2025,11,0.367,0.376,0.684,1.0,68.5
Amravati,Warud,Vidarbha,soybean,2025,12,0.126,0.186,0.423,1.0,43.5
Amravati,Warud,Vidarbha,tur,2023,1,0.142,0.195,0.631,0.3,31.7
Amravati,Warud,Vidarbha,tur,2023,2,0.263,0.191,0.937,0.6,46.5
Amravati,Warud,Vidarbha,tur,2023,3,0.0,0.179,0.852,1.0,38.1
Amravati,Warud,Vidarbha,tur,2023,4,0.181,0.234,1.0,1.0,57.2
Amravati,Warud,Vidarbha,tur,2023,5,0.245,0.293,1.0,1.0,68.6
Amravati,Warud,Vidarbha,tur,2023,6,0.521,0.361,1.0,0.0,52.2
Amravati,Warud,Vidarbha,tur,2023,7,0.15,0.307,0.518,0.0,28.1
Amravati,Warud,Vidarbha,tur,2023,8,0.321,0.368,0.341,0.0,32.6
Amravati,Warud,Vidarbha,tur,2023,9,0.487,0.084,0.51,0.0,39.4
Amravati,Warud,Vidarbha,tur,2023,10,0.223,0.0,0.222,0.0,16.4
Amravati,Warud,Vidarbha,tur,2023,11,0.146,0.135,0.228,0.0,9.1
Amravati,Warud,Vidarbha,tur,2023,12,0.071,0.262,0.5,0.0,22.8
Amravati,Warud,Vidarbha,tur,2024,1,0.257,0.311,0.805,0.3,45.3
Amravati,Warud,Vidarbha,tur,2024,2,0.244,0.263,0.832,0.6,54.2
Amravati,Warud,Vidarbha,tur,2024,3,0.235,0.083,0.962,1.0,57.8
Amravati,Warud,Vidarbha,tur,2024,4,0.257,0.611,1.0,1.0,83.3
Amravati,Warud,Vidarbha,tur,2024,5,0.383,0.242,0.927,1.0,71.4
Amravati,Warud,Vidarbha,tur,2024,6,0.43,0.085,1.0,0.0,44.3
Amravati,Warud,Vidarbha,tur,2024,7,0.548,0.281,0.708,0.0,45.0
Amravati,Warud,Vidarbha,tur,2024,8,0.283,0.698,0.281,0.0,31.5
Amravati,Warud,Vidarbha,tur,2024,9,0.201,0.06,0.0,0.0,6.8
Amravati,Warud,Vidarbha,tur,2024,10,0.247,0.214,0.121,0.0,13.1
Amravati,Warud,Vidarbha,tur,2024,11,0.074,0.264,0.238,0.0,16.3
Amravati,Warud,Vidarbha,tur,2024,12,0.112,0.344,0.625,0.0,24.9
Amravati,Warud,Vidarbha,tur,2025,1,0.268,0.336,0.737,0.3,50.2
Amravati,Warud,Vidarbha,tur,2025,2,0.485,0.0,1.0,0.6,57.8
Amravati,Warud,Vidarbha,tur,2025,3,0.0,0.036,0.883,1.0,33.4
Amravati,Warud,Vidarbha,tur,2025,4,0.129,0.234,0.956,1.0,59.1
Amravati,Warud,Vidarbha,tur,2025,5,0.167,0.16,0.858,1.0,55.1
Amravati,Warud,Vidarbha,tur,2025,6,0.0,0.05,1.0,0.0,23.4
Amravati,Warud,Vidarbha,tur,2025,7,0.098,0.143,0.326,0.0,17.0
Amravati,Warud,Vidarbha,tur,2025,8,0.289,0.062,0.406,0.0,21.7
Amravati,Warud,Vidarbha,tur,2025,9,0.165,0.0,0.041,0.0,6.6
Amravati,Warud,Vidarbha,tur,2025,10,0.049,0.083,0.037,0.0,3.9
Amravati,Warud,Vidarbha,tur,2025,11,0.094,0.331,0.212,0.0,15.3
Amravati,Warud,Vidarbha,tur,2025,12,0.015,0.302,0.443,0.0,16.2
Amravati,Chandur Railway,Vidarbha,cotton,2023,1,0.502,0.467,1.0,1.0,91.9
Amravati,Chandur Railway,Vidarbha,cotton,2023,2,0.318,0.185,0.992,1.0,61.5
Amravati,Chandur Railway,Vidarbha,cotton,2023,3,0.33,0.085,1.0,1.0,61.6
Amravati,Chandur Railway,Vidarbha,cotton,2023,4,0.158,0.235,0.997,0.0,37.6
Amravati,Chandur Railway,Vidarbha,cotton,2023,5,0.631,0.242,1.0,0.0,51.2
Amravati,Chandur Railway,Vidarbha,cotton,2023,6,0.205,0.437,1.0,0.0,37.7
Amravati,Chandur Railway,Vidarbha,cotton,2023,7,0.485,0.186,0.849,0.0,42.8
Amravati,Chandur Railway,Vidarbha,cotton,2023,8,0.771,0.079,0.879,0.0,58.6
Amravati,Chandur Railway,Vidarbha,cotton,2023,9,0.605,0.107,0.611,0.0,37.1
Amravati,Chandur Railway,Vidarbha,cotton,2023,10,0.308,0.375,0.332,0.0,28.2
Amravati,Chandur Railway,Vidarbha,cotton,2023,11,0.414,0.0,0.478,0.3,29.4
Amravati,Chandur Railway,Vidarbha,cotton,2023,12,0.364,0.237,0.639,0.6,55.0
Amravati,Chandur Railway,Vidarbha,cotton,2024,1,0.0,0.221,0.645,1.0,43.2
Amravati,Chandur Railway,Vidarbha,cotton,2024,2,0.161,0.291,0.874,1.0,51.0
Amravati,Chandur Railway,Vidarbha,cotton,2024,3,0.0,0.262,0.951,1.0,52.3
Amravati,Chandur Railway,Vidarbha,cotton,2024,4,0.179,0.219,1.0,0.0,29.8
Amravati,Chandur Railway,Vidarbha,cotton,2024,5,0.319,0.118,1.0,0.0,44.7
Amravati,Chandur Railway,Vidarbha,cotton,2024,6,0.078,0.366,0.87,0.0,34.0
Amravati,Chandur Railway,Vidarbha,cotton,2024,7,0.156,0.305,0.344,0.0,25.7
Amravati,Chandur Railway,Vidarbha,cotton,2024,8,0.0,0.267,0.0,0.0,12.4
Amravati,Chandur Railway,Vidarbha,cotton,2024,9,0.0,0.375,0.0,0.0,21.3
Amravati,Chandur Railway,Vidarbha,cotton,2024,10,0.0,0.124,0.0,0.0,1.0
Amravati,Chandur Railway,Vidarbha,cotton,2024,11,0.0,0.0,0.266,0.3,12.9
Amravati,Chandur Railway,Vidarbha,cotton,2024,12,0.0,0.49,0.485,0.6,44.1
Amravati,Chandur Railway,Vidarbha,cotton,2025,1,0.378,0.242,0.737,1.0,68.1
Amravati,Chandur Railway,Vidarbha,cotton,2025,2,0.33,0.255,0.967,1.0,73.0
Amravati,Chandur Railway,Vidarbha,cotton,2025,3,0.581,0.159,1.0,1.0,90.4
Amravati,Chandur Railway,Vidarbha,cotton,2025,4,0.423,0.202,1.0,0.0,48.2
Amravati,Chandur Railway,Vidarbha,cotton,2025,5,0.0,0.42,0.957,0.0,36.5
Amravati,Chandur Railway,Vidarbha,cotton,2025,6,0.201,0.0,0.93,0.0,29.0
Amravati,Chandur Railway,Vidarbha,cotton,2025,7,0.294,0.213,0.399,0.0,29.2
Amravati,Chandur Railway,Vidarbha,cotton,2025,8,0.641,0.327,0.514,0.0,44.0
Amravati,Chandur Railway,Vidarbha,cotton,2025,9,0.0,0.172,0.0,0.0,0.1
Amravati,Chandur Railway,Vidarbha,cotton,2025,10,0.233,0.096,0.042,0.0,14.8
Amravati,Chandur Railway,Vidarbha,cotton,2025,11,0.353,0.293,0.52,0.3,42.7
Amravati,Chandur Railway,Vidarbha,cotton,2025,12,0.088,0.0,0.532,0.6,28.6
Amravati,Chandur Railway,Vidarbha,soybean,2023,1,0.561,0.789,1.0,1.0,100.0
Amravati,Chandur Railway,Vidarbha,soybean,2023,2,0.404,0.981,0.854,0.0,66.5
Amravati,Chandur Railway,Vidarbha,soybean,2023,3,0.279,0.298,0.921,0.0,35.1
Amravati,Chandur Railway,Vidarbha,soybean,2023,4,0.3,0.452,0.934,0.0,43.7
Amravati,Chandur Railway,Vidarbha,soybean,2023,5,0.0,0.576,1.0,0.0,37.2
Amravati,Chandur Railway,Vidarbha,soybean,2023,6,0.503,0.42,1.0,0.0,48.2
Amravati,Chandur Railway,Vidarbha,soybean,2023,7,0.407,0.612,0.769,0.0,42.5
Amravati,Chandur Railway,Vidarbha,soybean,2023,8,0.673,0.7,0.675,0.0,51.6
Amravati,Chandur Railway,Vidarbha,soybean,2023,9,0.682,0.143,0.527,0.3,48.6
Amravati,Chandur Railway,Vidarbha,soybean,2023,10,0.168,0.387,0.122,0.6,32.0
Amravati,Chandur Railway,Vidarbha,soybean,2023,11,0.419,0.386,0.487,1.0,71.0
Amravati,Chandur Railway,Vidarbha,soybean,2023,12,0.234,0.302,0.785,1.0,63.6
Amravati,Chandur Railway,Vidarbha,soybean,2024,1,0.0,0.368,0.706,1.0,55.3
Amravati,Chandur Railway,Vidarbha,soybean,2024,2,0.0,0.187,0.676,0.0,25.8
Amravati,Chandur Railway,Vidarbha,soybean,2024,3,0.102,0.349,0.853,0.0,21.7
Amravati,Chandur Railway,Vidarbha,soybean,2024,4,0.0,0.419,0.81,0.0,26.7
Amravati,Chandur Railway,Vidarbha,soybean,2024,5,0.224,0.702,0.882,0.0,44.7
Amravati,Chandur Railway,Vidarbha,soybean,2024,6,0.324,0.839,1.0,0.0,62.7
Amravati,Chandur Railway,Vidarbha,soybean,2024,7,0.098,0.495,0.519,0.0,23.8
Amravati,Chandur Railway,Vidarbha,soybean,2024,8,0.106,0.53,0.069,0.0,18.4
Amravati,Chandur Railway,Vidarbha,soybean,2024,9,0.343,0.589,0.291,0.3,47.9
Amravati,Chandur Railway,Vidarbha,soybean,2024,10,0.328,0.996,0.294,0.6,65.9
Amravati,Chandur Railway,Vidarbha,soybean,2024,11,0.32,0.639,0.536,1.0,73.2
Amravati,Chandur Railway,Vidarbha,soybean,2024,12,0.287,0.309,0.715,1.0,64.7
Amravati,Chandur Railway,Vidarbha,soybean,2025,1,0.231,0.107,0.931,1.0,52.1
Amravati,Chandur Railway,Vidarbha,soybean,2025,2,0.129,0.444,0.94,0.0,34.6
